Date,Unique trial code,Original trial,trip,trial,det,Left camera,Right camera,Camera,Card Left,Card Right,Time start,Time app,App#,Pass#,ID,dist,reaction,App Direction,Time bait,Comments,Discard?
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,3,10,Unknown,4,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,11:00,3,11,Unknown,4,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,3,12,Unknown,4,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,3,13,Unknown,6,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,3,14,Unknown,3,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,12:30,4,1,Unknown,4,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,4,2,Unknown,2,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,4,3,Unknown,3.5,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,4,4,Unknown,4,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,4,5,Unknown,5,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,5,1,Unknown,4.5,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,5,2,Unknown,3.5,N,,,,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,5,3,Unknown,1,N,,,Touched line,
11/4/20,,2b,4,22,Control,3H,3D,3H 3D,45,44,,,5,4,Unknown,3,N,,,,
12/4/20,3a,1,4,23,Boat01,3F,3G,3F 3G,41,42,,25,,2,Unknown,1,N,,,Touched rope,
12/4/20,,1,4,23,Boat01,3F,3G,3F 3G,41,42,,48,,3,Unknown,2.5,N,,,"White spot on tail, old tag",
12/4/20,,1,4,23,Boat01,3F,3G,3F 3G,41,42,,1:15,,4,Unknown,4,N,,,,
12/4/20,,1,4,23,Boat01,3F,3G,3F 3G,41,42,,,,5,Unknown,0.5,Y,,,Reaction? Old mate?,
12/4/20,,1,4,23,Boat01,3F,3G,3F 3G,41,42,,4:00,2,1,Unknown,10,N,,,,
12/4/20,,1,4,23,Boat01,3F,3G,3F 3G,41,42,,6:20,,,Unknown,0,N,,6:20,Touch ,
12/4/20,,1,4,23,Boat01,3F,3G,3F 3G,41,42,9:20,20,1,1,Old tag,2,N,,,,
12/4/20,4a,2,4,24,Control,3F,3G,3F 3G,41,42,9:27,1:20,1,1,Unknown,3,N,,,Tagged,
12/4/20,,2,4,24,Control,3F,3G,3F 3G,41,42,,5:20,2,1,Unknown,5,N,,,Tagged,
12/4/20,,2,4,24,Control,3F,3G,3F 3G,41,42,,5:27,,2,Unknown,0,N,,,Touch,
12/4/20,,2,4,24,Control,3F,3G,3F 3G,41,42,,6:44,3,1,Unknown,1,N,,,,
12/4/20,,2,4,24,Control,3F,3G,3F 3G,41,42,,,,2,Unknown,7,N,,,,
12/4/20,,2,4,24,Control,3F,3G,3F 3G,41,42,,9:04,4,1,Unknown,3,N,,,,
12/4/20,,2,4,24,Control,3F,3G,3F 3G,41,42,,9:08,,2,Unknown,1.5,N,,,,
12/4/20,,2,4,24,Control,3F,3G,3F 3G,41,42,,9:13,,3,Unknown,4,N,,,,
12/4/20,,2,4,24,Control,3F,3G,3F 3G,41,42,,,,,Unknown,0,N,,9:42,,
12/4/20,5a,3,4,25,Boat01,3F,3G,3F 3G,41,42,9:57,6;30,1,1,Unknown,8,N,,,Tagged,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,7:45,2,1,Unknown,10,N,,,,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,7:55,,2,Unknown,1,N,,,,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,8:10,,3,Unknown,4,N,,,Old tagged,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,8:30,,4,Unknown,5,N,,,Re-adjusted float,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,9:40,1,1,New tagged,5,N,,,,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,12:30,2,1,New tagged,5,N,,,,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,,,2,New tagged,3.5,N,,,,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,12:55,3,1,New tagged,3.5,N,,,,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,14:45,4,2,New tagged,5,N,,,,
12/4/20,,3,4,25,Boat01,3F,3G,3F 3G,41,42,,,,,New tagged,0,N,,14:40,,
12/4/20,6a,4,4,26,Boat01,3F,3G,3F 3G,41,42,,,,2,Unknown,3.5,N,,,,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,,,,3,Unknown,1,Y,,,Reaction?,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,,,,2,Unknown,2,Y,,,Reaction?,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,,7:25,4,1,Unknown,2,Y,,,Reaction?,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,,,,2,Unknown,3.5,N,,,,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,,,5,1,Unknown,5,N,,,,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,,,6,1,Unknown,5,N,D,,Adjusted float at 10:29,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,10:14,5:00,1,1,New tagged,5,N,,,,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,,5:30,2,1,New tagged,1.5,N,,,,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,,,,2,New tagged,8,N,,,,
12/4/20,,4,4,26,Boat01,3F,3G,3F 3G,41,42,,6:05,3,1,New tagged,2.5,N,,,,
12/4/20,7a,5,4,27,Control,3F,3G,3F 3G,41,42,,,,2,Unknown,3.5,N,D,,,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,,2,1,Unknown,10,N,,,,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,,,2,Unknown,8,N,,,Adjusted float,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,6:15,3,1,Unknown,3,N,D,,,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,,,2,Unknown,1,N,,,,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,,,3,Unknown,0.2,N,,,,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,,,4,Unknown,2.5,N,,,,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,,4,1,Unknown,2.5,Y,,,Reaction?,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,,,2,Unknown,3,N,,,,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,,5,1,Unknown,1.5,N,,,,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,,10:02,6,1,Unknown,3,N,,10:58,Bait maybe not taken,
12/4/20,,5,4,27,Control,3F,3G,3F 3G,41,42,10:43,0:40,1,1,New tagged,6,N,D,,,
12/4/20,8a,6,4,28,Control,3F,3G,3F 3G,41,42,,,,3,Unknown,1,N,D,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,,2,Unknown,2,N,,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,,3,Unknown,4,N,,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,4,1,Unknown,1,N,,,Touch,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,,2,Unknown,1,N,,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,,3,Unknown,2,Y,,,Reaction,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,5:00,1,1,New tagged,3,N,,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,2,1,New tagged,6,N,D,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,,2,New tagged,2,N,D,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,10:00,3,1,New tagged,1,N,,,10cm off bait,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,5,1,New tagged,5,N,,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,6,1,New tagged,4,N,,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,11:02,0:30,1,1,Old tag,6,N,,,Float adjusted,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,2,1,Old tag,6,N,,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,3,1,Old tag,4,N,,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,3,2,Old tag,1,N,,,,
12/4/20,,6,4,28,Control,3F,3G,3F 3G,41,42,,,,3,Old tag,0,N,,11:18,Camera 3H failed during,
12/4/20,9a,7,4,29,Boat01,3H,3G,3H 3G,45,42,,,4,1,Unknown,4.5,N,,,,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,0.5,Y,,,Reaction,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,,5,1,Unknown,3.5,N,,,Christines banana peel on surface,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,8:50,6,1,Unknown,1.5,N,,,,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,2,N,,,,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,,7,1,Unknown,0.5,N,,,Touch,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,,2,1,Unknown,0,N,,,,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,,1,1,Marlin,0,N,,,Touched bait,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,11:41,0:10,1,1,New tagged,1,N,S,,,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,,2,1,New tagged,3,N,,,,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,3:45,3,1,New tagged,4,N,,,,
12/4/20,,7,4,29,Boat01,3H,3G,3H 3G,45,42,,,,3,New tagged,3.5,N,,,,
12/4/20,10a,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,,N,D,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,,3,Unknown,2,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,,4,Unknown,,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,3:40,3,1,Unknown,5,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,4,1,Unknown,1.5,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,3,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,,4,Unknown,,N,D,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,2,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,,3,Unknown,2.5,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,,4,Unknown,3,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,,N,D,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,,7,1,Unknown,8,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,12:39,8,1,Unknown,3.5,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,12:52,0:30,1,1,New tagged,6,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,1:50,2,1,New tagged,2,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,6:00,5,1,New tagged,1.5,N,,,,
12/4/20,,8,4,30,Boat01,3H,3G,3H 3G,45,42,,9:15,6,1,New tagged,1.5,N,D,,,
12/4/20,11a,9,4,31,Control,3H,3G,3H 3G,45,42,,5:50,1,1,Marlin,0,N,,,Breach,
12/4/20,,9,4,31,Control,3H,3G,3H 3G,45,42,1:09,1:20,1,1,New tagged,0,N,,,Touch,
12/4/20,12a,10,4,32,Control,3H,3G,3H 3G,45,42,,,,2,Unknown,8,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,2:10,2,1,Unknown,5,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,2:45,3,1,Unknown,3,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,,2,Unknown,5,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,,3,Unknown,2,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,,2,Unknown,3.5,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,,3,Unknown,2.5,N,D,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,,4,Unknown,1.5,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,,2,Unknown,3,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,,3,Unknown,5,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,,2,Unknown,1,N,,,Dive,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,1:10,0:29,1,1,New tagged,3.5,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,5:43,2,1,New tagged,7,N,D,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,6:17,3,1,New tagged,8,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,9:26,4,1,New tagged,2.5,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,11:42,5,1,New tagged,3,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,13:10,6,1,New tagged,3,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,14:25,7,1,New tagged,0.5,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,1,1,Old tag,2,N,,,,
12/4/20,,10,4,32,Control,3H,3G,3H 3G,45,42,,,2,1,Old tag,2,N,,,Marlin behind camera,
12/4/20,13a,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,4,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,3,Unknown,4,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,4,Unknown,4,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,6:45,3,1,Unknown,3,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,2,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,3,Unknown,1,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,7:05,5,1,Unknown,7,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,7,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,8:54,6,1,Unknown,5,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,3,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,9:41,7,1,Unknown,4,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,1,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,3,Unknown,3,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,4,Unknown,4,N,D,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,5,Unknown,2,N,D,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,12:44,8,1,Unknown,1.5,N,D,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,13:25,9,1,Unknown,3.5,N,D,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,14:10,10,1,Unknown,4,N,D,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,3.5,Y,,,Possible reaction,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,3,Unknown,6,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,,,4,Unknown,3.5,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,1:35,1:59,1,1,New tagged,10,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,4:49,2,1,New tagged,10,N,,,,
12/4/20,,11,4,33,Boat01,3H,3G,3H 3G,45,42,,5:49,3,1,New tagged,3,N,,,,
12/4/20,14a,12,4,34,Boat01,3H,3G,3H 3G,45,42,,,,2,Unknown,4,N,,,,
12/4/20,,12,4,34,Boat01,3H,3G,3H 3G,45,42,,,,3,Unknown,3,N,,,,
12/4/20,,12,4,34,Boat01,3H,3G,3H 3G,45,42,,,,4,Unknown,4,N,,,,
12/4/20,,12,4,34,Boat01,3H,3G,3H 3G,45,42,,,,5,Unknown,3,N,D,,,
12/4/20,,12,4,34,Boat01,3H,3G,3H 3G,45,42,3:07,6:28,1,1,New tagged,3,N,,,,
12/4/20,,12,4,34,Boat01,3H,3G,3H 3G,45,42,,10:52,2,1,New tagged,4,N,,,,
12/4/20,15a,13,4,35,Control,3H,3G,3H 3G,45,42,4:28,0:40,1,1,Maeve ,5,N,,,,
12/4/20,,13,4,35,Control,3H,3G,3H 3G,45,42,,,,2,Unknown,3,N,,,,
12/4/20,,13,4,35,Control,3H,3G,3H 3G,45,42,,2:38,2,1,Unknown,5,N,,,,
12/4/20,,13,4,35,Control,3H,3G,3H 3G,45,42,,,,2,Unknown,0.5,N,,,,
12/4/20,,13,4,35,Control,3H,3G,3H 3G,45,42,,4:21,3,1,Unknown,1,N,,,,
12/4/20,,13,4,35,Control,3H,3G,3H 3G,45,42,,10:00,4,1,Unknown,0,N,,10:00,Maybe low pass prior,
12/4/20,16a,14,4,36,Control,3H,3G,3H 3G,45,42,,,2,1,Maeve ,10,N,,,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,,2,Unknown,0.5,N,,,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,2:26,2,1,Unknown,7,N,,,Foam in area,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,4:40,1:49,1,1,New tagged,5,N,,,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,3,1,New tagged,10,N,,,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,4,1,New tagged,10,N,D,,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,,2,New tagged,3,N,,,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,,3,New tagged,3,N,,,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,,4,New tagged,4,N,,,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,,5,New tagged,1.5,N,,,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,,6,New tagged,0.5,N,,,Touch?,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,,7,New tagged,0,N,,7:53,,
12/4/20,,14,4,36,Control,3H,3G,3H 3G,45,42,,,1,1,Unknown,1,N,,,,
12/4/20,17a,15,4,37,Boat01,3H,3G,3H 3G,45,42,4:49,3:19,1,1,Old tag,4,N,,,Reactions throughout whole trial,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,2,Old tag,2,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,3,Old tag,2.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,4,Old tag,0,N,D,,Attempted bite,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,5,Old tag,1,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,6,Old tag,3,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,7,Old tag,0,N,,,Touch,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,8,Old tag,0.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,9,Old tag,0.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,10,Old tag,2.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,11,Old tag,1.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,12,Old tag,3,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,13,Old tag,5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,14,Old tag,4,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,15,Old tag,4,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,16,Old tag,3,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,17,Old tag,0.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,18,Old tag,2,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,19,Old tag,4,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,20,Old tag,4,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,21,Old tag,1,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,22,Old tag,2,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,23,Old tag,3,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,24,Old tag,1,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,25,Old tag,3,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,26,Old tag,2.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,27,Old tag,0.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,28,Old tag,0.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,29,Old tag,1,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,30,Old tag,3,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,31,Old tag,2,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,32,Old tag,4.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,33,Old tag,0.5,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,34,Old tag,1,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,35,Old tag,4,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,14:40,2,1,Old tag,4,N,,,,
12/4/20,,15,4,37,Boat01,3H,3G,3H 3G,45,42,,,,2,Old tag,0.5,N,,,,
12/4/20,18a,16b,4,38,Boat01,3H,3G,3H 3G,45,42,17:25,0:20,1,1,Marlin,0,N,,,touch,
12/4/20,,16b,4,38,Boat01,3H,3G,3H 3G,45,42,,0:55,2,1,Marlin,,N,,,,
12/4/20,,16b,4,38,Boat01,3H,3G,3H 3G,45,42,,,,2,Marlin,0,N,,,,
13/4/20,20a,18,4,39,Control,3F,3G,3F 3G,43,42,9:00,0:30,1,1,Old tag,5,Y,,,Reaction?,
13/4/20,,18,4,39,Control,3F,3G,3F 3G,43,42,,,,2,Old tag,2,N,,,,
13/4/20,,18,4,39,Control,3F,3G,3F 3G,43,42,,,,3,Old tag,5,N,,,,
13/4/20,,18,4,39,Control,3F,3G,3F 3G,43,42,,,,4,Old tag,5,N,,,,
13/4/20,,18,4,39,Control,3F,3G,3F 3G,43,42,,,,5,Old tag,3,N,,,,
13/4/20,,18,4,39,Control,3F,3G,3F 3G,43,42,,,,6,Old tag,1,N,,,,
13/4/20,,18,4,39,Control,3F,3G,3F 3G,43,42,,,,7,Old tag,5,N,D,,,
13/4/20,,18,4,39,Control,3F,3G,3F 3G,43,42,,8:20,2,1,Old tag,2.5,N,,,Hose lost during tiral,
13/4/20,,18,4,39,Control,3F,3G,3F 3G,43,42,,3:00,1,1,Unknown,10,N,,,,
13/4/20,,18,4,39,Control,3F,3G,3F 3G,43,42,,,2,1,Unknown,3.5,N,,,,
13/4/20,21a,19,4,40,Boat01,3F,3G,3F 3G,43,42,9:20,0:40,1,1,Old tag,4,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,2,Old tag,2,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,3,Old tag,2,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,4,Old tag,1,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,5,Old tag,2,Y,,,Reaction?,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,6,Old tag,2.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,7,Old tag,1,Y,,,Reaction?,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,8,Old tag,2,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,9,Old tag,3.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,10,Old tag,4,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,11,Old tag,1,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,12,Old tag,3.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,13,Old tag,2.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,14,Old tag,3.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,15,Old tag,3.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,16,Old tag,3.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,17,Old tag,2.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,18,Old tag,4.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,19,Old tag,4,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,20,Old tag,3.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,21,Old tag,1.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,22,Old tag,3.5,N,,,,
13/4/20,,19,4,40,Boat01,3F,3G,3F 3G,43,42,,,,23,Old tag,1.5,Y,,,Reaction?,
