Month,trip,Original trial,trial,Deterrent,Filename,Frame,Time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Family,Genus,Species,Code,Number,Stage,Activity,Shark ID,Bait taken?,Comment,LOI,AT,Reaction
April,4,56,59,Boat01,Left56.MP4,32904,21.1255,1250.501,34.888,39.949,5565.099,8.499,79.429,44.128,553.926,-607.916,-5503.993,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,Reaction - Whole Body Spasm,M,D,Y
April,4,56,59,Boat01,Left56.MP4,37761,22.4761,3263.884,48.407,8.587,6008.15,17.644,47.992,19.75,1809.316,-206.546,-5725.52,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,37779,22.4811,3897.471,58.798,7.53,6315.481,18.132,47.62,16.269,1957.645,-174.707,-6001.866,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,37779,22.4811,4317.177,61.445,2.085,6005.822,17.92,50.368,3.074,1828.97,264.072,-5714.458,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,39285,22.8998,3904.088,79.977,11.766,6514.096,4.185,87.876,12.328,354.582,-316.71,-6496.723,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,40284,23.1776,5186.714,77.517,12.344,6543.163,12.888,57.861,0.022,1457.603,-73.126,-6378.325,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,41675,23.5644,5104.258,97.17,8.781,7543.854,2.618,64.124,13.114,-225.783,260.272,-7535.981,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,Taken from Dorsal,M,D,N
April,4,56,59,Boat01,Left56.MP4,42970,23.9245,5119.765,97.27,5.472,7221.976,11.4,76.438,15.715,-286.936,-1398.4,-7079.483,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,N,,M,D,N
April,4,56,59,Boat01,Left57.MP4,226,24.0157,4920.818,106.923,23.247,7319.965,4.149,82.426,5.582,-101.569,-519.741,-7300.783,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left57.MP4,807,24.1772,2357.544,64.842,17.094,6112.624,2.926,88.976,0.913,-108.108,-292.69,-6104.655,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,N,,H,D,N
April,4,56,59,Boat01,Left57.MP4,1390,24.3393,2690.771,49.753,11.111,6290.945,8.938,49.71,13.885,-795.521,-567.876,-6214.552,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,N,,H,D,N
April,4,56,59,Boat01,Left57.MP4,2540,24.6591,2445.348,32.334,6.163,4261.961,6.323,81.077,17.048,-434.421,-177.726,-4236.037,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,N,,H,D,N
April,4,56,59,Boat01,Left57.MP4,3730,24.99,3979.51,43.467,8.141,6355.051,7.076,42.17,29.894,782.535,23.586,-6306.644,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,From Dorsal,M,S,N
April,4,56,59,Boat01,Left57.MP4,4543,25.216,1428.579,20.171,1.607,5444.052,4.134,78.146,65.237,-378.195,104.95,-5429.886,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,Reaction - Head Jerk,H,S,Y
April,4,56,59,Boat01,Left57.MP4,5234,25.4082,1618.741,5.745,8.614,4924.359,4.413,2.304,40.731,-155.395,-345.542,-4909.762,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,H,S,N
April,4,56,59,Boat01,Left57.MP4,7985,26.1731,2791.456,49.186,25.588,6100.318,1.626,59.029,26.423,-161.22,62.872,-6097.864,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left57.MP4,8522,26.3224,2338.806,29.094,7.308,4366.041,8.768,71.257,26.794,660.172,-84.309,-4315.018,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,Reaction - Head Spasm,M,D,Y
April,4,56,59,Boat01,Left57.MP4,11523,27.1569,5015.738,100.015,20.435,7073.39,13.862,87.85,6.54,-1553.421,-677.202,-6867.396,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,57,60,Boat01,Left57.MP4,31581,32.7341,2945.436,58.956,4.441,6513.176,18.387,48.697,1.907,2019.235,-378.893,-6180.663,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,57,60,Boat01,Left57.MP4,34169,33.4537,0,33.202,26.053,4663.254,1.747,80.755,11.249,135.561,-42.96,-4661.085,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Staple,Y,,H,S,N
April,4,57,60,Boat01,Left57.MP4,35547,33.8369,0,80.705,6.751,7301.077,8.189,79.93,4.516,622.475,833.143,-7226.625,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Staple,Y,,H,S,N
April,4,58,61,Control,Left58.MP4,7511,38.0177,1675.367,12.474,12.92,5963.053,4.796,10.134,21.595,-412.901,-279.37,-5942.177,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,Taken from Pectoral,M,D,N
April,4,58,61,Control,Left58.MP4,9493,38.5688,4342.631,25.837,73.629,4420.111,3.092,33.154,19.046,208.955,-114.741,-4413.678,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,Taken from Dorsal,M,D,N
April,4,58,61,Control,Left58.MP4,15145,40.1404,3688.456,98.34,11.874,7500.451,5.989,85.736,13.53,-759.226,-189.881,-7459.51,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,Taken from Pectoral,M,D,N
April,4,58,61,Control,Left58.MP4,24028,42.6103,1274.588,15.301,7.663,5506.869,9.907,83.463,72.562,947.139,23.957,-5424.755,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,58,61,Control,Left58.MP4,29584,44.1552,2517.897,19.571,1.644,5724.984,7.886,27.805,45.936,783.876,-50.963,-5670.836,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,58,61,Control,Left58.MP4,32731,45.0303,5353.766,7986.276,17.875,3091.667,20.902,71.025,16.726,703.068,-849.901,-2888.212,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,58,61,Control,Left58.MP4,35227,45.7243,4105.388,106.948,11.357,8202.444,14.244,65.758,4.223,-1557.552,-1283.406,-7950.282,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,58,61,Control,Left58.MP4,35967,45.9301,2859.572,13.375,19.024,4686.216,11.247,18.147,27.943,-157.652,-900.272,-4596.225,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,58,61,Control,Left58.MP4,39290,46.854,2994.303,47.498,18.094,7118.475,13.071,32.201,17.319,1541.433,-464.386,-6934.047,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,58,61,Control,Left59.MP4,5961,49.5631,1228.272,13.72,0.865,5648.659,10.749,34.081,67.579,-533.385,-908.56,-5549.538,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,H,V,N
April,4,58,61,Control,Left59.MP4,6312,49.6607,2179.629,33.873,4.073,4762.157,7.638,87.415,31.105,377.734,-507.921,-4719.902,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,H,S,N
April,4,58,61,Control,Left59.MP4,7447,49.9763,0,26.067,5.504,4360.985,17.605,80.701,17.101,-131.227,1312.456,-4156.733,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Staple,Y,cant compute bait,H,V,N
April,4,59,62,Boat01,Left59.MP4,15622,52.2494,2276.98,33.522,2.077,5271.172,13.531,52.724,25.536,909.171,-833.299,-5124.869,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,H,S,N
April,4,59,62,Boat01,Left59.MP4,16190,52.4074,1155.193,8.29,7.753,5209.169,5.433,57.599,80.466,421.898,-255.536,-5185.763,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,H,S,N
April,4,59,62,Boat01,Left59.MP4,18968,53.1798,5446.403,132.749,24.124,8653.158,8.828,72.799,15.222,779.713,-1074.971,-8550.65,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,Y,,M,D,N
April,4,59,62,Boat01,Left59.MP4,20026,53.474,2037.455,49.988,5.151,5482.605,11.224,88.502,8.184,-749.193,-759.978,-5377.742,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,59,62,Boat01,Left59.MP4,21790,53.9645,2449.27,34.872,7.691,4430.906,10.642,75.229,5.851,616.546,-538.032,-4354.689,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,From Dorsal,H,D,N
April,4,59,62,Boat01,Left59.MP4,30409,56.361,4715.858,55.425,1.751,6808.175,10.385,38.154,19.26,1222.442,109.03,-6696.641,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,Y,Taken from Tail,M,D,N
April,4,59,62,Boat01,Left59.MP4,30785,56.4656,4981.407,103.908,9.295,7675.118,11.441,66.624,2.51,-1266.164,-845.351,-7522.609,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,Y,Taken from Dorsal,M,D,N
April,4,59,62,Boat01,Left59.MP4,32807,57.0278,2949.286,25.524,4.129,5936.322,9.355,21.484,19.212,949.706,-171,-5857.366,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,59,62,Boat01,Left59.MP4,33511,57.2236,0,16.871,4.198,5223.999,7.203,77.013,67.13,-617.643,-218.191,-5182.767,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Staple,Y,,H,S,N
April,4,60,63,Control,Left60.MP4,10041,62.674,2015.358,16.581,1.107,5659.76,15.664,6.72,24.272,-1436.549,-520.961,-5449.57,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,Y,Taken from Tail,M,D,N
April,4,60,63,Control,Left60.MP4,11262,63.0135,0,,,,,,,,,,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Clippy,Y,,H,S,N
April,4,61,64,Boat01,Left60.MP4,39358,70.8258,6046.291,108.046,35.86,6888.278,2.052,82.466,4.483,-187.762,-159.935,-6883.861,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,N,,M,D,N
April,4,61,64,Boat01,Left60.MP4,40589,71.168,2121.407,43.488,7.69,5443.417,5.123,78.963,28.215,-486.077,5.555,-5421.668,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,61,64,Boat01,Left61.MP4,2230,72.4785,3177.988,32.236,6.487,6566.372,13.856,25.424,13.757,-371.448,-1527.976,-6375.309,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
