trip,trial,det,time,ID,activity,dist,app_type,intent,reaction
4,59,Boat01 80-V,16.0318,Staple,Passing,2240.678,D,M,N
4,59,Boat01 80-V,16.6811,Staple,Passing,1024.972,D,M,Y
4,59,Boat01 80-V,17.5517,Staple,Passing,1913.128,D,H,Y
4,59,Boat01 80-V,17.5517,Staple,Passing,1899.364,D,H,Y
4,59,Boat01 80-V,18.3695,Staple,Passing,2296.734,D,M,N
4,59,Boat01 80-V,19.0526,Staple,Passing,1518.921,D,M,N
4,59,Boat01 80-V,19.168,Clippy,Feeding,0,D,H,N
4,59,Boat01 80-V,20.226,Staple,Passing,4137.267,D,M,N
4,59,Boat01 80-V,20.625,Staple,Passing,2618.941,D,M,N
4,59,Boat01 80-V,21.1255,Staple,Passing,1250.501,D,M,Y
4,59,Boat01 80-V,22.4761,Staple,Passing,3263.884,D,M,N
4,59,Boat01 80-V,22.4811,Staple,Passing,3897.471,D,M,N
4,59,Boat01 80-V,22.4811,Staple,Passing,4317.177,D,M,N
4,59,Boat01 80-V,22.8998,Clippy,Passing,3904.088,D,M,N
4,59,Boat01 80-V,23.1776,Staple,Passing,5186.714,D,M,N
4,59,Boat01 80-V,23.5644,Staple,Passing,5104.258,D,M,N
4,59,Boat01 80-V,23.9245,Clippy,Passing,5119.765,D,M,N
4,59,Boat01 80-V,24.0157,Staple,Passing,4920.818,D,M,N
4,59,Boat01 80-V,24.1772,Clippy,Passing,2357.544,D,H,N
4,59,Boat01 80-V,24.3393,Clippy,Passing,2690.771,D,H,N
4,59,Boat01 80-V,24.6591,Clippy,Passing,2445.348,D,H,N
4,59,Boat01 80-V,24.99,Staple,Passing,3979.51,S,M,N
4,59,Boat01 80-V,25.216,Staple,Passing,1428.579,S,H,Y
4,59,Boat01 80-V,25.4082,Staple,Passing,1618.741,S,H,N
4,59,Boat01 80-V,26.1731,Staple,Passing,2791.456,D,M,N
4,59,Boat01 80-V,26.3224,Staple,Passing,2338.806,D,M,Y
4,59,Boat01 80-V,27.1569,Staple,Passing,5015.738,D,M,N
4,60,Boat01 80-V,32.7341,Staple,Passing,2945.436,D,M,N
4,60,Boat01 80-V,33.4537,Staple,Feeding,0,S,H,N
4,60,Boat01 80-V,33.8369,Staple,Feeding,0,S,H,N
4,61,Control,38.0177,Staple,Passing,1675.367,D,M,N
4,61,Control,38.5688,Staple,Passing,4342.631,D,M,N
4,61,Control,40.1404,Staple,Passing,3688.456,D,M,N
4,61,Control,42.6103,Staple,Passing,1274.588,D,M,N
4,61,Control,44.1552,Staple,Passing,2517.897,D,M,N
4,61,Control,45.0303,Staple,Passing,5353.766,D,M,N
4,61,Control,45.7243,Staple,Passing,4105.388,D,M,N
4,61,Control,45.9301,Staple,Passing,2859.572,D,M,N
4,61,Control,46.854,Staple,Passing,2994.303,D,M,N
4,61,Control,49.5631,Staple,Passing,1228.272,V,H,N
4,61,Control,49.6607,Staple,Passing,2179.629,S,H,N
4,61,Control,49.9763,Staple,Feeding,0,V,H,N
4,62,Boat01 80-V,52.2494,Staple,Passing,2276.98,S,H,N
4,62,Boat01 80-V,52.4074,Staple,Passing,1155.193,S,H,N
4,62,Boat01 80-V,53.1798,Unknown,Passing,5446.403,D,M,N
4,62,Boat01 80-V,53.474,Staple,Passing,2037.455,D,M,N
4,62,Boat01 80-V,53.9645,Staple,Passing,2449.27,D,H,N
4,62,Boat01 80-V,56.361,Unknown,Passing,4715.858,D,M,N
4,62,Boat01 80-V,56.4656,Unknown,Passing,4981.407,D,M,N
4,62,Boat01 80-V,57.0278,Staple,Passing,2949.286,D,M,N
4,62,Boat01 80-V,57.2236,Staple,Feeding,0,S,H,N
4,63,Control,62.674,Clippy,Passing,2015.358,D,M,N
4,63,Control,63.0135,Clippy,Feeding,0,S,H,N
4,64,Boat01 80-V,70.8258,Unknown,Passing,6046.291,D,M,N
4,64,Boat01 80-V,71.168,Staple,Passing,2121.407,D,M,N
4,64,Boat01 80-V,72.4785,Staple,Passing,3177.988,D,M,N
